Year,Region,Station,Replicate,lat,lon,depth,substrate,Season,ISOP,SPHA,DPOL,DBUG,GAMM,ENCH,SHER,ALIM,APLU,ITEM,IFRE,LCER,LCLA,LHOF,LUDE,PMOL,PVEJ,SFER,TTUB,IMWO,IMWH,ALOM,CHAE,NBRE,NSIM,OSER,PMIC,SAPP,SJOS,SLAC,UUNI,VINT,CHIR,CRYP,DEMI,DICR,MPED,PUDI,PWIN,PALB,PHAL,PSCA,STIC,TRIB,CTAN,MICR,TANY,HCHA,HOLI,ABLA,PROC,MTUB,PLOG,DIPO,HIRU,OLIG,TCHI,GAST,AMME,LPRO,RCOC,SNIK,TSUP,NELI,NCOM,NPAR,NPSE,PRIS,PNIG,PTUB,ORTH,PKIE,MONO,PROT,UNDE,HYAL,HSTA,PISC,AAME,APIG,BSOW,LMAU,LSPI,PBAV,VANG,DERO,DNIV,NAIS,NVAR,PBLA,SFOS,CLAD,DNEO,HARN,HYDR,PNER,POLY,PSEU,PARA,PSMI,TAYP,COEL,THIE,ALMO,BTEN,VSIN,EPHE,HEXA,OECE,ZYGO,Na2O,Magnesium,MagnesiumOxide,AluminumOxide,SiliconDioxide,Quartz,PhosphorusPentoxide,Sulphur,DDT_TOTAL,P.P.TDE,P.P.DDE,P.P.DDE.1,HeptachlorEpoxide,Potassium,PotassiumOxide,Calcium,CalciumOxide,TitaniumDioxide,Chromium,Manganese,ManganeseOxide,XTR.Iron,Iron,IronOxide,Cobalt,Nickel,Copper,Zinc,Selenium,Strontium,Beryllium,Silver,Cadmium,Tin,TotalCarbon,OrganicCarbon,Carbon.Nitrogen_Ratio,TotalNitrogen,Mercury,Lead,Uranium,Vanadium,Arsenic,Chloride,Fluoride,Sand,Silt,Clay,Mean_grainsize,simpsonD,shannon
2006,Saginaw Bay,14,2,43.73833333,-83.64083333,3.6,"sand, gravel ",3,0,0,385.56,856.8,214.2,0,0,0,21.42,0,0,0,0,0,0,0,0,0,0,985.32,0,0,0,0,0,0,21.42,21.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,6280.4,1.8,7.6,76,70,0.1,0,1.1,0.2,0.9,5.2,0.1,2542.2,2.5,2017.9,1.4,0.4,69.9,2010.9,0.2,3.4,24485.9,2.9,12.2,51,29.3,68,10.7,60.2,0.5,0.2,1.3,5.6,0.4,1.1,8.2,0.1,155.4,41.3,0.4,39.9,1.1,23.4,403.4,51.2,14.5,34,4.6,0.696900657,1.354266029
2006,Saginaw Bay,14,3,43.73833333,-83.64083333,3.6,"sand, gravel ",3,0,0,835.38,642.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,6280.4,1.8,7.6,76,70,0.1,0,1.1,0.2,0.9,5.2,0.1,2542.2,2.5,2017.9,1.4,0.4,69.9,2010.9,0.2,3.4,24485.9,2.9,12.2,51,29.3,68,10.7,60.2,0.5,0.2,1.3,5.6,0.4,1.1,8.2,0.1,155.4,41.3,0.4,39.9,1.1,23.4,403.4,51.2,14.5,34,4.6,0.554290635,0.919470457
2006,Saginaw Bay,16,1,43.847,-83.5625,3,"sand, gravel ",3,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42,0,0,0,0,0,406.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,6190.5,1.4,6.3,80.3,75.9,0.1,0,1.1,0.1,0.7,5.3,0.1,2496.4,2.1,1933.3,1.2,0.3,51,2068.1,0.2,2.6,24094.6,2.1,9.2,38.4,22.3,50.6,10.5,46.7,0.4,0.2,1.1,5.4,0.4,0.8,7,0.1,149.1,33.5,0.4,30.3,0.8,23.3,403.4,63.6,10.6,25.5,3.8,0.093100375,0.198515243
2006,Saginaw Bay,16,2,43.847,-83.5625,3,"sand, gravel ",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,6190.5,1.4,6.3,80.3,75.9,0.1,0,1.1,0.1,0.7,5.3,0.1,2496.4,2.1,1933.3,1.2,0.3,51,2068.1,0.2,2.6,24094.6,2.1,9.2,38.4,22.3,50.6,10.5,46.7,0.4,0.2,1.1,5.4,0.4,0.8,7,0.1,149.1,33.5,0.4,30.3,0.8,23.3,403.4,63.6,10.6,25.5,3.8,0.122092076,0.244930027
2006,Saginaw Bay,16,3,43.847,-83.5625,3,"sand, gravel ",3,0,0,21.42,64.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,6190.5,1.4,6.3,80.3,75.9,0.1,0,1.1,0.1,0.7,5.3,0.1,2496.4,2.1,1933.3,1.2,0.3,51,2068.1,0.2,2.6,24094.6,2.1,9.2,38.4,22.3,50.6,10.5,46.7,0.4,0.2,1.1,5.4,0.4,0.8,7,0.1,149.1,33.5,0.4,30.3,0.8,23.3,403.4,63.6,10.6,25.5,3.8,0.459304436,0.790267968
2006,Saginaw Bay,24,1,44.00133333,-83.28333333,12.5,silty sand ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728.28,21.42,0,0,0,0,0,0,0,0,0,0,0,21.42,42.84,0,0,0,0,0,0,0,0,64.26,0,0,0,42.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,6121.1,1.1,4.7,84.8,83.1,0.1,0,1.2,0,0.5,5.9,0,2427.7,2.5,2176.7,1.3,0.2,28.5,2070.6,0.1,1.7,24182.7,1.2,5.6,24.7,16.6,31.3,10.4,45.8,0.2,0.1,0.7,5.3,0.8,0.4,8.3,0.1,216.5,24.4,0.3,17.6,0.6,23.6,404.8,77,7.3,15.6,2.9,0.361447388,0.831788873
2006,Saginaw Bay,24,2,44.00133333,-83.28333333,12.5,silty sand ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556.92,0,0,0,0,0,0,21.42,0,0,0,0,0,0,21.42,0,0,0,0,0,0,0,0,64.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,6121.1,1.1,4.7,84.8,83.1,0.1,0,1.2,0,0.5,5.9,0,2427.7,2.5,2176.7,1.3,0.2,28.5,2070.6,0.1,1.7,24182.7,1.2,5.6,24.7,16.6,31.3,10.4,45.8,0.2,0.1,0.7,5.3,0.8,0.4,8.3,0.1,216.5,24.4,0.3,17.6,0.6,23.6,404.8,77,7.3,15.6,2.9,0.282302296,0.59507279
2006,Saginaw Bay,24,3,44.00133333,-83.28333333,12.5,silty sand ,3,0,0,0,0,0,0,0,0,0,21.42,0,0,0,0,0,0,0,0,0,428.4,21.42,0,0,0,0,0,171.36,42.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,6121.1,1.1,4.7,84.8,83.1,0.1,0,1.2,0,0.5,5.9,0,2427.7,2.5,2176.7,1.3,0.2,28.5,2070.6,0.1,1.7,24182.7,1.2,5.6,24.7,16.6,31.3,10.4,45.8,0.2,0.1,0.7,5.3,0.8,0.4,8.3,0.1,216.5,24.4,0.3,17.6,0.6,23.6,404.8,77,7.3,15.6,2.9,0.53911256,1.030221148
2006,Saginaw Bay,4,1,43.74416667,-83.86783333,6.7,silt ,3,0,21.42,0,0,21.42,0,0,3041.64,664.02,257.04,0,257.04,0,664.02,0,0,0,0,0,3448.62,1456.56,0,0,0,0,0,0,0,0,0,0,0,3191.58,42.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5290.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.84,0,0,0,0,0,0,0,0,1.3,6558.1,1.9,8,74.9,69.3,0.1,0,1.1,0.2,0.9,4.8,0.1,2651.6,2.6,2371.9,1.4,0.4,72.6,1806.3,0.2,3.5,25349.5,3.1,12.2,51.9,30.6,66,11.2,61.5,0.6,0.2,1.3,5.7,0.4,1.1,8.6,0.1,157.5,42,0.4,49.2,1.4,23.9,404.7,46.4,16.8,36.7,4.8,0.817100503,1.898271331
2006,Saginaw Bay,4,2,43.74416667,-83.86783333,6.7,silt ,3,0,64.26,0,0,0,0,0,2227.68,192.78,385.56,0,192.78,0,192.78,0,0,0,0,0,5654.88,1413.72,0,0,0,0,0,0,0,0,0,0,0,3791.34,42.84,0,0,0,0,0,0,0,0,0,0,0,0,42.84,0,0,0,85.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4455.36,385.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,6558.1,1.9,8,74.9,69.3,0.1,0,1.1,0.2,0.9,4.8,0.1,2651.6,2.6,2371.9,1.4,0.4,72.6,1806.3,0.2,3.5,25349.5,3.1,12.2,51.9,30.6,66,11.2,61.5,0.6,0.2,1.3,5.7,0.4,1.1,8.6,0.1,157.5,42,0.4,49.2,1.4,23.9,404.7,46.4,16.8,36.7,4.8,0.798782427,1.83046239
2006,Saginaw Bay,4,3,43.74416667,-83.86783333,6.7,silt ,3,0,85.68,0,0,0,0,0,2441.88,685.44,0,0,171.36,0,171.36,0,0,0,0,0,5226.48,1735.02,0,0,0,0,0,0,0,0,0,0,0,3298.68,64.26,0,0,0,0,0,0,0,0,0,0,0,0,64.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5740.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,6558.1,1.9,8,74.9,69.3,0.1,0,1.1,0.2,0.9,4.8,0.1,2651.6,2.6,2371.9,1.4,0.4,72.6,1806.3,0.2,3.5,25349.5,3.1,12.2,51.9,30.6,66,11.2,61.5,0.6,0.2,1.3,5.7,0.4,1.1,8.6,0.1,157.5,42,0.4,49.2,1.4,23.9,404.7,46.4,16.8,36.7,4.8,0.791756457,1.744316886
2006,Saginaw Bay,7,1,43.838,-83.79283333,7,silt ,3,0,21.42,21.42,0,0,0,0,192.78,0,235.62,0,128.52,0,235.62,0,0,0,0,0,749.7,342.72,128.52,0,0,0,0,0,0,0,0,0,0,3213,149.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.84,0,0,0,0,0,21.42,535.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,6454.8,1.9,8.1,74.8,68.7,0.1,0,1.1,0.2,0.9,4.9,0.1,2624.5,2.6,2164.4,1.4,0.4,76.3,1849.5,0.2,3.6,25152.4,3.2,12.5,53.5,31.3,69.9,11,62.8,0.6,0.2,1.3,5.6,0.4,1.1,8.6,0.1,155.7,43.1,0.4,47.6,1.3,23.7,402.3,46.3,16.5,37,4.9,0.682092827,1.688520905
2006,Saginaw Bay,7,2,43.838,-83.79283333,7,silt ,3,0,64.26,0,0,0,0,0,428.4,85.68,85.68,0,0,0,514.08,0,0,0,0,0,2913.12,599.76,85.68,0,0,0,0,0,0,0,0,0,0,2720.34,42.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,6454.8,1.9,8.1,74.8,68.7,0.1,0,1.1,0.2,0.9,4.9,0.1,2624.5,2.6,2164.4,1.4,0.4,76.3,1849.5,0.2,3.6,25152.4,3.2,12.5,53.5,31.3,69.9,11,62.8,0.6,0.2,1.3,5.6,0.4,1.1,8.6,0.1,155.7,43.1,0.4,47.6,1.3,23.7,402.3,46.3,16.5,37,4.9,0.763899052,1.701118433
2006,Saginaw Bay,7,3,43.838,-83.79283333,7,silt ,3,0,128.52,0,42.84,0,0,0,385.56,0,214.2,0,85.68,0,299.88,0,0,0,0,0,1949.22,556.92,235.62,42.84,0,0,0,0,128.52,0,0,0,0,2677.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.56,0,42.84,0,0,0,0,985.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,6454.8,1.9,8.1,74.8,68.7,0.1,0,1.1,0.2,0.9,4.9,0.1,2624.5,2.6,2164.4,1.4,0.4,76.3,1849.5,0.2,3.6,25152.4,3.2,12.5,53.5,31.3,69.9,11,62.8,0.6,0.2,1.3,5.6,0.4,1.1,8.6,0.1,155.7,43.1,0.4,47.6,1.3,23.7,402.3,46.3,16.5,37,4.9,0.807823818,2.015073639
2007,Georgian Bay,GB1,1,44.7175,-80.85666667,88,silt ,NA,0,107.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.99,64.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9817.6,2.3,11.8,58.5,43.3,0.2,0.2,0.7,2.4,1.1,1,0,3642.6,3.7,1792,1.5,0.7,121.6,3557.6,0.5,6.5,37721.8,6.5,19.9,97.1,51.5,132.4,10.1,98.3,1.2,0.1,1.4,5.5,0.3,2.1,9.6,0.3,161.6,61.5,0.2,62.7,5.9,29.6,619.6,5.4,29.7,64.8,6.8,0.649286255,1.073715172
